userid,version,sum_gamerounds,retention_1,retention_7
20832,gate_30,13,True,False
21408,gate_30,20,True,False
22398,gate_30,4,False,False
22972,gate_30,17,False,False
23270,gate_30,8,False,False
23333,gate_30,9,False,False
23374,gate_30,8,True,False
24328,gate_30,2,False,False
24382,gate_30,22,True,False
24397,gate_30,6,False,False
25047,gate_30,0,False,False
25281,gate_30,0,False,False
25903,gate_30,8,True,False
25958,gate_30,0,False,False
26083,gate_30,100,True,True
26253,gate_30,10,False,False
27135,gate_30,18,False,False
27605,gate_30,19,True,False
27693,gate_30,4,False,False
27754,gate_30,14,False,False
27759,gate_30,61,True,True
27979,gate_30,75,False,False
28025,gate_30,57,True,False
28091,gate_30,35,True,False
28123,gate_30,9,False,False
28332,gate_30,13,False,False
28405,gate_30,1,False,False
28433,gate_30,20,False,False
29455,gate_30,51,True,True
29658,gate_30,2,False,False
30059,gate_30,4,False,False
30274,gate_30,7,True,False
30277,gate_30,0,False,False
30343,gate_30,8,True,True
30348,gate_30,48,True,True
30631,gate_30,61,False,True
30868,gate_30,1,False,False
30928,gate_30,12,True,False
31151,gate_30,59,False,False
31214,gate_30,53,False,True
31691,gate_30,0,False,False
31812,gate_30,37,True,False
32642,gate_30,40,False,False
32730,gate_30,9,False,False
33097,gate_30,12,False,False
33126,gate_30,6,False,False
33445,gate_30,77,False,True
33489,gate_30,4,False,False
33794,gate_30,3,False,False
33967,gate_30,33,True,True
34706,gate_30,29,True,False
34859,gate_30,16,False,False
34906,gate_30,10,True,False
35056,gate_30,84,True,False
35156,gate_30,1,False,False
35460,gate_30,43,True,False
35730,gate_30,50,True,False
35837,gate_30,23,True,False
35886,gate_30,5,False,False
35922,gate_30,21,True,False
36003,gate_30,48,True,False
36077,gate_30,13,True,False
36279,gate_30,41,True,False
36280,gate_30,5,False,False
36622,gate_30,4,True,False
36673,gate_30,5,False,False
36921,gate_30,3,False,False
37740,gate_30,39,True,True
37823,gate_30,12,True,False
37872,gate_30,12,True,False
38151,gate_30,9,True,False
38292,gate_30,9,False,False
39382,gate_30,0,False,False
39494,gate_30,87,True,False
39531,gate_30,71,True,False
39932,gate_30,55,True,True
40292,gate_30,1,False,False
40359,gate_30,3,False,False
40427,gate_30,96,True,False
40566,gate_30,2,False,False
40593,gate_30,12,True,True
40653,gate_30,107,True,False
40687,gate_30,12,False,False
41112,gate_30,4,False,False
41192,gate_30,28,False,False
42077,gate_30,12,True,False
42316,gate_30,6,False,False
42407,gate_30,45,False,True
42457,gate_30,12,False,False
42703,gate_30,9,True,False
43091,gate_30,6,True,False
43644,gate_30,17,True,False
43757,gate_30,28,False,False
44498,gate_30,24,True,False
44591,gate_30,5,False,False
44670,gate_30,6,False,False
44751,gate_30,10,False,False
44780,gate_30,9,False,False
45066,gate_30,85,True,False
45167,gate_30,19,False,False
45753,gate_30,26,True,False
46007,gate_30,6,False,False
46347,gate_30,57,False,False
46576,gate_30,15,False,False
46938,gate_30,54,False,False
48016,gate_30,0,False,False
48116,gate_30,1,False,False
48130,gate_30,2,False,False
49330,gate_30,18,False,False
49373,gate_30,5,False,False
49600,gate_30,20,False,False
50665,gate_30,10,True,False
50688,gate_30,0,False,False
50811,gate_30,3,False,False
50850,gate_30,34,True,True
51155,gate_30,34,False,False
51267,gate_30,0,False,False
51295,gate_30,117,True,True
51310,gate_30,23,False,True
51430,gate_30,34,True,False
51894,gate_30,4,False,False
52357,gate_30,22,True,False
52420,gate_30,15,True,True
53638,gate_30,16,False,False
53763,gate_30,9,True,False
54178,gate_30,21,False,False
54403,gate_30,6,False,False
54580,gate_30,22,False,False
54754,gate_30,70,True,False
54776,gate_30,0,False,False
54975,gate_30,3,False,False
55139,gate_30,25,False,False
55480,gate_30,1,False,False
55621,gate_30,32,False,False
56269,gate_30,2,False,False
56446,gate_30,15,False,False
56522,gate_30,10,False,False
57149,gate_30,15,False,False
57321,gate_30,54,False,False
57401,gate_30,13,True,False
57516,gate_30,38,True,True
58189,gate_30,23,False,False
58700,gate_30,0,False,False
58768,gate_30,11,False,False
59164,gate_30,7,True,False
59395,gate_30,33,True,True
59531,gate_30,18,False,False
60424,gate_30,6,False,False
61104,gate_30,0,False,False
61245,gate_30,24,True,False
61462,gate_30,23,False,False
61563,gate_30,7,False,False
61609,gate_30,4,False,False
61651,gate_30,3,False,False
61952,gate_30,19,False,False
61979,gate_30,2,False,False
62084,gate_30,12,False,False
62206,gate_30,0,False,False
62434,gate_30,6,False,False
62879,gate_30,1,False,False
63335,gate_30,9,True,False
63473,gate_30,1,False,False
63480,gate_30,9,True,False
63766,gate_30,6,False,False
63832,gate_30,1,False,False
63889,gate_30,9,True,True
63962,gate_30,4,True,False
64052,gate_30,1,False,False
64235,gate_30,1,False,False
65452,gate_30,16,False,False
65511,gate_30,4,False,False
66509,gate_30,46,True,False
67078,gate_30,9,False,False
67122,gate_30,18,False,False
67234,gate_30,3,False,False
67387,gate_30,12,False,False
67950,gate_30,7,False,False
68112,gate_30,0,False,False
68386,gate_30,5,False,False
68485,gate_30,26,True,False
68856,gate_30,1,False,False
69050,gate_30,20,True,False
69392,gate_30,46,False,False
69488,gate_30,5,False,False
69998,gate_30,16,False,False
70074,gate_30,0,False,False
70127,gate_30,1,False,False
70570,gate_30,5,False,False
71062,gate_30,25,True,False
71205,gate_30,5,False,False
71235,gate_30,38,True,False
71489,gate_30,7,False,False
71635,gate_30,4,False,False
71698,gate_30,6,False,False
72813,gate_30,6,True,False
72872,gate_30,10,False,False
73412,gate_30,3,False,False
74231,gate_30,7,False,False
74276,gate_30,24,True,True
74377,gate_30,53,True,False
74568,gate_30,11,True,False
76062,gate_30,5,False,False
76133,gate_30,50,False,False
76573,gate_30,20,True,False
76598,gate_30,1,False,False
76917,gate_30,113,True,False
77172,gate_30,0,False,False
77468,gate_30,12,False,False
77644,gate_30,15,False,False
77731,gate_30,106,True,True
77850,gate_30,59,True,False
78089,gate_30,47,False,False
78183,gate_30,34,True,False
78237,gate_30,4,False,False
78312,gate_30,12,False,False
78409,gate_30,15,True,False
78846,gate_30,0,False,False
78900,gate_30,2,False,False
79890,gate_30,11,False,False
80526,gate_30,34,False,True
80746,gate_30,1,False,False
80884,gate_30,5,False,False
81447,gate_30,34,False,False
81524,gate_30,34,True,False
81532,gate_30,2,False,False
82064,gate_30,41,True,False
82753,gate_30,3,False,False
83072,gate_30,11,True,False
83103,gate_30,7,False,False
83254,gate_30,3,True,False
84191,gate_30,0,False,False
85277,gate_30,61,True,True
85560,gate_30,5,False,False
85601,gate_30,15,False,False
86342,gate_30,12,False,False
87276,gate_30,19,False,True
87410,gate_30,26,False,False
87419,gate_30,46,False,False
87542,gate_30,40,True,False
87827,gate_30,37,True,False
88282,gate_30,22,True,False
88392,gate_30,20,True,False
89618,gate_30,21,False,False
90120,gate_30,2,False,False
90233,gate_30,5,False,False
90566,gate_30,0,False,False
90640,gate_30,44,False,True
90744,gate_30,14,False,False
90755,gate_30,76,True,False
90892,gate_30,52,True,False
90979,gate_30,36,True,False
91027,gate_30,2,False,False
92161,gate_30,18,False,False
92162,gate_30,9,False,False
92286,gate_30,3,True,False
93014,gate_30,0,False,False
93166,gate_30,10,True,False
93241,gate_30,18,False,False
93646,gate_30,33,False,False
93957,gate_30,6,False,True
93997,gate_30,2,False,False
94159,gate_30,79,True,True
94407,gate_30,1,False,False
94639,gate_30,4,False,False
94768,gate_30,9,False,False
94904,gate_30,43,True,False
95033,gate_30,42,True,False
95530,gate_30,11,False,False
95946,gate_30,16,False,False
96058,gate_30,49,True,True
96076,gate_30,95,True,True
96675,gate_30,70,True,True
97019,gate_30,3,False,False
97741,gate_30,0,False,False
97754,gate_30,27,True,False
97849,gate_30,81,True,True
98151,gate_30,31,False,False
98229,gate_30,5,True,False
98833,gate_30,3,False,False
98955,gate_30,16,False,False
99178,gate_30,12,False,False
99264,gate_30,8,True,False
99630,gate_30,4,False,False
99806,gate_30,7,True,False
99976,gate_30,3,False,False
100367,gate_30,71,True,False
100511,gate_30,13,False,False
100585,gate_30,75,True,False
100807,gate_30,27,True,False
100933,gate_30,8,False,False
101041,gate_30,95,True,False
101601,gate_30,50,True,False
101880,gate_30,1,False,False
102598,gate_30,29,True,False
102753,gate_30,14,False,False
102931,gate_30,2,False,False
102977,gate_30,8,False,True
103498,gate_30,50,True,True
103555,gate_30,13,False,False
103625,gate_30,7,False,False
103714,gate_30,13,True,False
103804,gate_30,27,False,False
104211,gate_30,51,False,False
104553,gate_30,4,False,False
104686,gate_30,28,True,False
104694,gate_30,82,False,True
104800,gate_30,5,False,False
105277,gate_30,56,True,False
105700,gate_30,8,False,False
105948,gate_30,0,False,False
106093,gate_30,5,False,False
106423,gate_30,1,False,False
106447,gate_30,19,True,False
106487,gate_30,11,False,False
106828,gate_30,9,False,False
106895,gate_30,4,False,False
107563,gate_30,39,False,False
107617,gate_30,8,False,False
107662,gate_30,1,False,False
107670,gate_30,7,False,False
107981,gate_30,51,True,False
108068,gate_30,0,False,False
108134,gate_30,54,False,True
108287,gate_30,10,False,False
108454,gate_30,35,False,True
108608,gate_30,7,False,False
109109,gate_30,7,False,False
109431,gate_30,60,True,False
109556,gate_30,13,True,False
109578,gate_30,35,False,False
109757,gate_30,29,True,True
109838,gate_30,9,False,False
110004,gate_30,73,True,False
110479,gate_30,0,False,True
110528,gate_30,5,False,False
110634,gate_30,10,False,False
111162,gate_30,5,True,False
111496,gate_30,26,False,False
111949,gate_30,20,True,False
112127,gate_30,7,True,False
112251,gate_30,9,False,False
112375,gate_30,26,True,False
113325,gate_30,86,True,True
113497,gate_30,28,True,False
113563,gate_30,11,False,False
113607,gate_30,25,False,False
113666,gate_30,81,True,True
113800,gate_30,37,True,False
113888,gate_30,11,True,False
114118,gate_30,3,False,False
114278,gate_30,2,False,False
114320,gate_30,26,True,False
114521,gate_30,0,False,False
114532,gate_30,8,False,False
114859,gate_30,23,False,False
115235,gate_30,2,False,False
116198,gate_30,20,False,False
116336,gate_30,2,False,False
116423,gate_30,33,False,False
116430,gate_30,15,False,False
116590,gate_30,45,True,False
116828,gate_30,11,True,False
117242,gate_30,90,True,False
117481,gate_30,15,True,False
118189,gate_30,50,False,False
118204,gate_30,3,False,False
118690,gate_30,8,False,False
119142,gate_30,28,False,False
119231,gate_30,6,True,False
119331,gate_30,10,False,True
119464,gate_30,2,True,False
119507,gate_30,3,False,False
119784,gate_30,2,False,False
120587,gate_30,45,False,False
120771,gate_30,16,False,False
120978,gate_30,18,False,False
121179,gate_30,3,False,False
121409,gate_30,2,False,False
121476,gate_30,4,False,False
121571,gate_30,8,False,False
122133,gate_30,3,True,False
122211,gate_30,4,False,False
122334,gate_30,1,False,False
122635,gate_30,24,True,False
122981,gate_30,40,False,False
123638,gate_30,50,True,False
123904,gate_30,2,False,False
124004,gate_30,16,False,False
124022,gate_30,6,True,False
124702,gate_30,93,True,True
124729,gate_30,41,True,False
124759,gate_30,2,False,False
124945,gate_30,16,True,False
125019,gate_30,8,False,False
125058,gate_30,38,True,False
125379,gate_30,91,True,True
125416,gate_30,19,False,False
125752,gate_30,2,True,False
125925,gate_30,51,True,False
125951,gate_30,1,False,False
126289,gate_30,44,True,False
126812,gate_30,11,False,False
127428,gate_30,12,True,False
127794,gate_30,35,False,False
127814,gate_30,3,False,False
127839,gate_30,5,False,True
127893,gate_30,13,False,False
128079,gate_30,17,True,False
128334,gate_30,3,False,False
128346,gate_30,43,True,False
128956,gate_30,60,True,False
129208,gate_30,14,False,False
129391,gate_30,26,False,False
129682,gate_30,12,True,False
130260,gate_30,7,False,False
130271,gate_30,23,True,False
130391,gate_30,33,False,False
130412,gate_30,38,False,False
131233,gate_30,11,False,False
131261,gate_30,4,False,False
131314,gate_30,2,False,False
131740,gate_30,74,True,False
132154,gate_30,4,False,False
132240,gate_30,4,False,False
132330,gate_30,113,True,False
132503,gate_30,1,False,False
133088,gate_30,50,True,False
133783,gate_30,12,False,False
134692,gate_30,15,False,False
134914,gate_30,8,True,False
135232,gate_30,2,False,False
135315,gate_30,2,False,False
135479,gate_30,4,False,False
135584,gate_30,4,False,True
135739,gate_30,13,False,False
135919,gate_30,21,False,True
135978,gate_30,80,False,True
136453,gate_30,12,False,False
136506,gate_30,9,False,False
136638,gate_30,15,False,False
136647,gate_30,13,False,False
136945,gate_30,12,True,False
137158,gate_30,7,False,False
137177,gate_30,45,False,False
137354,gate_30,18,False,False
137520,gate_30,9,True,False
137865,gate_30,39,True,False
138234,gate_30,75,True,True
138315,gate_30,10,False,False
138521,gate_30,4,True,False
138561,gate_30,22,False,False
138886,gate_30,59,True,True
138918,gate_30,2,False,False
139772,gate_30,80,False,True
140041,gate_30,70,True,True
140468,gate_30,27,True,False
140734,gate_30,51,False,True
140907,gate_30,81,True,False
141163,gate_30,44,True,False
141275,gate_30,12,True,False
141509,gate_30,1,False,False
141613,gate_30,23,False,False
141837,gate_30,6,False,False
142718,gate_30,29,True,False
142964,gate_30,3,False,False
143284,gate_30,8,False,False
143386,gate_30,1,False,False
143514,gate_30,15,True,False
143691,gate_30,10,False,False
144087,gate_30,1,False,False
144120,gate_30,52,True,False
144252,gate_30,1,False,False
144287,gate_30,18,True,False
144430,gate_30,3,False,False
144553,gate_30,9,False,False
144664,gate_30,45,True,False
144692,gate_30,6,False,False
144935,gate_30,5,False,False
145401,gate_30,3,False,False
145578,gate_30,7,False,False
145938,gate_30,53,True,False
146150,gate_30,3,True,False
146394,gate_30,2,True,False
146502,gate_30,15,True,False
146772,gate_30,2,False,False
146836,gate_30,16,False,False
147639,gate_30,11,False,False
147826,gate_30,8,False,False
147836,gate_30,22,False,False
148012,gate_30,6,False,False
148254,gate_30,10,False,False
149244,gate_30,0,False,False
149329,gate_30,4,False,False
149473,gate_30,14,False,False
149574,gate_30,60,True,False
149641,gate_30,3,False,False
150529,gate_30,6,False,False
150648,gate_30,35,False,True
151354,gate_30,27,True,False
151428,gate_30,0,False,False
151823,gate_30,13,False,False
151846,gate_30,20,True,False
152136,gate_30,3,False,False
152371,gate_30,25,False,False
152596,gate_30,31,True,False
152747,gate_30,0,False,False
153448,gate_30,3,False,False
153921,gate_30,22,False,False
154254,gate_30,19,True,False
154392,gate_30,28,True,False
154535,gate_30,7,True,False
154849,gate_30,1,False,False
155074,gate_30,9,True,False
155505,gate_30,23,True,False
155627,gate_30,1,False,False
155888,gate_30,5,False,False
156189,gate_30,16,False,False
156370,gate_30,12,False,True
156485,gate_30,5,True,False
156750,gate_30,12,False,False
156852,gate_30,23,True,False
157010,gate_30,10,False,False
157124,gate_30,3,False,False
157151,gate_30,1,False,False
157553,gate_30,24,True,True
157584,gate_30,62,True,False
158094,gate_30,42,True,False
158279,gate_30,2,False,False
158679,gate_30,43,True,False
158710,gate_30,0,False,False
159013,gate_30,4,False,False
159030,gate_30,0,False,False
159050,gate_30,16,True,False
159068,gate_30,37,False,False
159201,gate_30,5,False,False
159273,gate_30,2,False,False
159637,gate_30,2,False,False
159790,gate_30,6,False,False
159811,gate_30,12,False,False
159887,gate_30,15,False,False
160149,gate_30,3,False,False
160152,gate_30,44,False,False
160169,gate_30,4,False,False
160191,gate_30,58,True,False
160315,gate_30,41,True,False
160706,gate_30,32,True,False
161999,gate_30,8,False,True
162054,gate_30,16,False,False
162166,gate_30,9,True,False
162205,gate_30,35,True,True
162303,gate_30,2,False,False
162493,gate_30,0,False,False
162877,gate_30,14,False,False
163209,gate_30,53,False,True
163504,gate_30,0,False,False
163693,gate_30,9,False,False
163794,gate_30,12,True,False
164005,gate_30,2,False,False
164413,gate_30,64,True,False
164711,gate_30,6,True,False
165633,gate_30,45,True,False
165902,gate_30,6,False,False
166021,gate_30,6,False,False
166026,gate_30,4,False,False
166349,gate_30,75,False,True
166505,gate_30,3,False,False
167030,gate_30,5,False,True
167120,gate_30,32,True,True
167447,gate_30,3,False,False
167993,gate_30,0,False,False
168191,gate_30,62,True,True
168212,gate_30,8,False,False
168613,gate_30,21,True,False
168648,gate_30,75,True,False
169163,gate_30,2,False,False
169278,gate_30,39,True,False
169714,gate_30,4,True,False
169909,gate_30,14,False,False
170172,gate_30,43,True,False
170496,gate_30,68,True,False
170619,gate_30,3,False,False
171130,gate_30,9,True,False
171875,gate_30,105,True,True
172077,gate_30,4,False,False
172353,gate_30,15,True,False
172857,gate_30,73,True,True
173039,gate_30,32,True,False
173654,gate_30,14,False,False
173971,gate_30,44,False,False
173991,gate_30,22,False,False
174328,gate_30,33,True,True
174426,gate_30,0,False,False
174841,gate_30,6,False,False
175086,gate_30,0,False,False
175124,gate_30,7,True,False
175200,gate_30,20,True,False
175412,gate_30,64,False,False
175628,gate_30,21,False,False
176094,gate_30,7,False,False
176322,gate_30,8,True,False
176347,gate_30,6,False,False
176487,gate_30,19,False,False
176813,gate_30,8,True,False
176905,gate_30,19,True,False
177321,gate_30,7,False,False
177328,gate_30,23,True,False
177454,gate_30,65,True,True
177932,gate_30,5,False,False
178234,gate_30,1,False,False
178260,gate_30,47,True,False
178610,gate_30,62,True,False
178620,gate_30,8,False,False
178912,gate_30,1,False,False
179208,gate_30,9,False,False
179952,gate_30,14,False,False
181392,gate_30,36,False,False
181945,gate_30,1,False,False
181949,gate_30,1,False,False
182059,gate_30,15,False,False
182400,gate_30,20,True,False
182517,gate_30,11,False,True
182749,gate_30,17,False,False
183329,gate_30,46,True,True
183550,gate_30,1,False,False
183738,gate_30,52,False,False
183758,gate_30,23,True,False
183971,gate_30,5,False,False
184071,gate_30,5,False,False
184342,gate_30,2,False,False
184819,gate_30,13,False,False
185021,gate_30,17,True,False
185368,gate_30,52,False,False
185735,gate_30,1,True,False
185984,gate_30,41,True,False
186065,gate_30,18,False,False
186071,gate_30,48,True,False
186160,gate_30,1,False,False
186386,gate_30,18,False,True
186465,gate_30,2,False,False
186790,gate_30,5,False,False
186890,gate_30,1,False,False
187084,gate_30,69,True,False
188036,gate_30,2,False,False
188051,gate_30,8,False,False
188113,gate_30,5,False,False
188801,gate_30,4,False,False
188805,gate_30,84,False,False
188813,gate_30,27,True,False
189098,gate_30,35,True,False
189102,gate_30,7,False,False
189473,gate_30,16,True,False
190092,gate_30,1,False,False
190151,gate_30,36,True,False
190211,gate_30,11,True,False
190424,gate_30,2,True,False
190570,gate_30,7,True,False
190691,gate_30,38,True,False
190695,gate_30,12,False,False
190985,gate_30,6,False,True
191123,gate_30,1,False,False
191440,gate_30,56,True,False
192195,gate_30,4,False,False
192199,gate_30,12,True,False
192237,gate_30,4,False,False
192338,gate_30,57,True,False
192398,gate_30,41,True,True
192877,gate_30,11,False,False
193226,gate_30,89,True,True
193252,gate_30,34,True,False
193406,gate_30,10,False,False
193423,gate_30,24,True,False
193572,gate_30,1,False,False
193660,gate_30,2,True,False
194208,gate_30,37,True,False
194228,gate_30,28,True,False
194528,gate_30,1,False,False
195134,gate_30,33,True,False
195673,gate_30,89,True,True
195721,gate_30,9,True,False
195752,gate_30,18,False,False
195806,gate_30,30,True,False
196073,gate_30,53,True,True
197217,gate_30,9,False,False
197348,gate_30,13,False,False
197645,gate_30,6,True,False
197798,gate_30,7,False,False
198189,gate_30,6,False,False
198271,gate_30,1,True,False
198390,gate_30,59,False,True
198741,gate_30,13,False,False
198783,gate_30,7,False,False
198901,gate_30,35,True,False
199083,gate_30,4,True,False
199150,gate_30,0,False,False
199912,gate_30,15,False,False
200006,gate_30,18,True,False
200073,gate_30,21,True,False
200587,gate_30,40,True,True
201344,gate_30,32,True,False
201516,gate_30,37,True,False
201717,gate_30,9,False,False
201766,gate_30,34,True,True
201901,gate_30,7,False,False
202226,gate_30,29,False,True
202542,gate_30,26,True,False
202935,gate_30,1,False,False
202938,gate_30,1,False,False
203165,gate_30,0,True,False
203342,gate_30,0,False,False
203639,gate_30,3,False,False
203696,gate_30,19,False,False
203804,gate_30,85,True,False
203926,gate_30,1,False,False
204307,gate_30,36,True,False
204652,gate_30,1,False,False
204843,gate_30,7,False,False
205049,gate_30,10,False,False
205306,gate_30,5,False,False
205322,gate_30,71,False,False
205840,gate_30,49,True,False
205881,gate_30,45,True,False
205938,gate_30,29,True,False
205965,gate_30,11,True,False
206819,gate_30,12,False,False
206857,gate_30,17,False,False
206963,gate_30,23,True,False
206979,gate_30,35,True,False
207142,gate_30,70,True,False
207282,gate_30,13,False,False
207657,gate_30,9,False,False
208389,gate_30,3,False,False
208900,gate_30,29,True,False
209187,gate_30,47,False,False
209281,gate_30,0,False,False
209488,gate_30,0,False,False
209854,gate_30,61,False,True
209988,gate_30,13,True,False
210186,gate_30,6,False,False
210220,gate_30,6,True,True
210755,gate_30,3,False,False
211052,gate_30,1,False,False
211196,gate_30,0,False,False
211975,gate_30,16,False,False
211983,gate_30,99,True,True
212109,gate_30,58,True,True
212274,gate_30,1,False,False
212771,gate_30,3,False,False
213040,gate_30,5,False,False
213336,gate_30,38,False,True
213624,gate_30,4,False,False
213632,gate_30,12,False,False
213633,gate_30,32,False,False
213843,gate_30,13,False,False
213919,gate_30,41,False,False
214005,gate_30,21,False,False
214469,gate_30,19,True,False
214481,gate_30,5,False,False
214785,gate_30,7,False,False
215092,gate_30,1,False,False
215241,gate_30,33,False,False
215414,gate_30,2,False,False
216089,gate_30,5,False,False
216304,gate_30,32,True,False
216907,gate_30,5,True,False
216922,gate_30,0,False,False
216947,gate_30,59,False,False
217252,gate_30,22,False,False
217510,gate_30,101,True,False
217616,gate_30,14,False,False
217973,gate_30,0,False,False
218080,gate_30,9,False,False
218428,gate_30,9,False,False
218483,gate_30,34,True,False
218491,gate_30,60,True,False
218784,gate_30,10,True,False
219102,gate_30,55,True,False
219299,gate_30,75,True,False
219443,gate_30,18,False,False
220754,gate_30,6,True,False
220937,gate_30,2,False,True
221629,gate_30,1,False,False
222570,gate_30,1,False,False
222583,gate_30,24,False,False
222645,gate_30,4,False,False
223256,gate_30,15,True,False
223370,gate_30,14,True,False
223470,gate_30,33,False,False
224138,gate_30,3,False,False
224587,gate_30,5,False,False
225892,gate_30,14,False,False
226086,gate_30,4,False,False
226129,gate_30,42,True,False
227053,gate_30,20,True,False
227149,gate_30,19,False,False
227503,gate_30,10,True,False
227943,gate_30,2,False,False
228028,gate_30,30,True,False
228133,gate_30,16,True,False
228313,gate_30,38,False,False
228324,gate_30,2,False,False
228539,gate_30,10,False,False
228599,gate_30,7,False,False
228756,gate_30,3,False,False
228802,gate_30,15,False,False
228828,gate_30,5,False,False
229306,gate_30,27,False,False
229749,gate_30,12,True,False
230166,gate_30,35,False,False
230668,gate_30,3,False,False
230805,gate_30,0,False,False
231022,gate_30,60,True,False
231478,gate_30,4,False,False
231560,gate_30,18,True,False
231878,gate_30,29,True,False
232306,gate_30,2,False,False
232506,gate_30,116,True,False
232579,gate_30,6,False,False
232752,gate_30,6,True,False
233045,gate_30,9,False,False
233418,gate_30,15,False,False
233583,gate_30,10,False,False
233817,gate_30,10,False,False
233946,gate_30,28,True,False
234891,gate_30,4,False,False
235037,gate_30,1,False,False
235309,gate_30,6,False,False
235353,gate_30,14,True,False
235367,gate_30,1,False,False
235547,gate_30,10,False,False
235571,gate_30,37,False,False
235670,gate_30,32,True,False
235725,gate_30,8,False,False
236155,gate_30,33,True,False
236584,gate_30,17,True,False
236837,gate_30,24,False,False
236953,gate_30,4,False,False
237187,gate_30,11,False,False
238730,gate_30,3,False,False
238817,gate_30,2,False,False
239675,gate_30,1,False,False
239876,gate_30,2,False,False
240033,gate_30,7,False,False
240330,gate_30,25,True,False
240510,gate_30,32,True,False
240711,gate_30,4,False,False
241069,gate_30,10,False,False
241088,gate_30,103,True,False
241107,gate_30,3,False,False
241175,gate_30,45,False,True
241269,gate_30,7,False,False
241788,gate_30,15,False,False
242000,gate_30,15,False,False
242484,gate_30,3,True,False
242860,gate_30,40,False,False
243542,gate_30,19,True,False
243670,gate_30,8,False,False
243889,gate_30,1,False,False
244050,gate_30,11,False,False
244751,gate_30,6,False,False
244923,gate_30,26,True,False
245122,gate_30,35,False,False
245170,gate_30,3,False,False
245530,gate_30,33,False,False
245995,gate_30,2,False,False
246256,gate_30,3,False,False
246973,gate_30,4,False,False
247190,gate_30,40,False,False
247550,gate_30,5,False,False
247761,gate_30,17,False,False
247790,gate_30,21,True,True
248501,gate_30,11,True,False
249301,gate_30,8,False,False
249570,gate_30,23,True,True
249648,gate_30,2,False,False
249855,gate_30,21,False,False
249971,gate_30,0,False,False
249973,gate_30,21,False,False
250313,gate_30,29,False,False
250325,gate_30,26,True,True
250333,gate_30,0,False,False
250527,gate_30,2,False,False
251156,gate_30,100,True,False
251993,gate_30,3,False,False
252138,gate_30,71,False,False
252204,gate_30,19,True,False
252433,gate_30,3,False,False
253417,gate_30,58,True,False
253486,gate_30,7,False,True
253590,gate_30,2,False,False
253863,gate_30,5,False,False
